Ⲉⲣϣⲁⲛ	ACOND	ⲉⲣϣⲁⲛ
ⲛ	PREP	ⲛ
ϩⲏⲧ	N	ϩⲏⲧ
ⲉⲙⲁⲧⲉ	ADV	ⲉⲙⲁⲧⲉ
ϣⲁ	PREP	ϣⲁ
ϩⲣⲁⲓ̈	ADV	ϩⲣⲁⲓ
ⲉ	PREP	ⲉ
ⲡ	ART	ⲡ
ⲙⲟⲩ	N	ⲙⲟⲩ
·	PUNCT	·
Ⲉⲧⲃⲉ	PREP	ⲉⲧⲃⲉ
ⲡⲁⲓ	PDEM	ⲡⲁⲓ
ϯ	PPERS	ϯ
ⲛⲁ	FUT	ⲛⲁ
ϩⲱⲛ	V	ϩⲱⲛ
ⲉ	PREP	ⲉ
ⲧⲟⲟⲧ	N	ⲧⲟⲟⲧ
ⲟⲩ	PPERO	ⲟⲩ
ⲛ	PREP	ⲛ
ⲛⲉ	ART	ⲛⲉ
ⲥⲛⲏⲩ	N	ⲥⲛⲏⲩ
ⲉⲧ	CREL	ⲉⲧ
ⲟ	VSTAT	ⲟ
ⲛ	PREP	ⲛ
ⲟⲩ	ART	ⲟⲩ
ϩⲏ̣ⲧ	N	ϩⲏⲧ
ⲛ	PREP	ⲛ
ⲟⲩⲱⲧ	N	ⲟⲩⲱⲧ
ⲛⲙⲙⲁ	PREP	ⲛⲙⲙⲁ
ⲛ	PPERO	ⲛ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ϣⲟⲟⲡ	VSTAT	ϣⲟⲟⲡ
ϩⲛ	PREP	ϩⲛ
ⲛⲉ	ART	ⲛⲉ
ϩⲟⲟⲩ	N	ϩⲟⲟⲩ
ⲙ	PREP	ⲙ
ⲡⲁ	PPOS	ⲡⲁ
ⲙⲟⲩ	N	ⲙⲟⲩ
ⲉ	PREP	ⲉ
ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ⲩ	PPERS	ⲩ
ⲕⲱ	V	ⲕⲱ
ⲉϩ̣ⲣⲁⲓ	ADV	ⲉϩⲣⲁⲓ
ⲛ̄	PREP	ⲛ
ⲛⲁ	PPOS	ⲛⲁ
ϩⲟⲉⲓⲧⲉ	N	ϩⲟⲉⲓⲧⲉ
ⲉⲧ	CREL	ⲉⲧ
ⲡⲏϩ	VSTAT	ⲡⲏϩ
ⲙ	PREP	ⲙ
ⲡⲉ	ART	ⲡⲉ
ⲙⲧⲟ	N	ⲙⲧⲟ
ⲉⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ⲛ	PREP	ⲛ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ⲛⲏⲩ	VSTAT	ⲛⲏⲩ
ⲙⲛ	PREP	ⲙⲛ
ⲛ	ART	ⲛ
ⲥⲱ⳯	N	ⲥⲱⲛ
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲟⲩⲟⲛ	N	ⲟⲩⲟⲛ
ⲛⲓⲙ	PINT	ⲛⲓⲙ
ⲉ̣ⲧ	CREL	ⲉⲧ
ⲛⲁ	FUT	ⲛⲁ
ⲥ̣ⲱⲧ[ⲙ	V	ⲥⲱⲧⲙ
ϩ̣ⲙ]	PREP	ϩⲙ
ⲡⲉ	ART	ⲡⲉ
[ⲟⲩⲟⲉⲓ]ϣ	N	ⲟⲩⲟⲉⲓϣ
ⲉⲧ	CREL	ⲉⲧ
ⲙ̣[ⲙⲁ]ⲩ	ADV	ⲙⲙⲁⲩ
ⲏ̂	CONJ	ⲏ
ⲟⲛ	ADV	ⲟⲛ
ⲧⲉ[ⲛ]ⲟⲩ	ADV	ⲧⲉⲛⲟⲩ
ⲉ	PREP	ⲉ
ⲛ	ART	ⲛ
ϣⲁϫⲉ	N	ϣⲁϫⲉ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ	PPERO	ⲟⲩ
ⲉⲧ	CREL	ⲉⲧ
ⲥⲏϩ	VSTAT	ⲥⲏϩ
ϩⲙ	PREP	ϩⲙ
ⲡ	ART	ⲡ
ϫⲱⲱⲙⲉ	N	ϫⲱⲱⲙⲉ
ⲉⲧ	CREL	ⲉⲧ
ⲙⲙⲁⲩ	ADV	ⲙⲙⲁⲩ
·	PUNCT	·
ⲏ̂	CONJ	ⲏ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ⲥⲏϩ	VSTAT	ⲥⲏϩ
ϩⲛ	PREP	ϩⲛ
ⲛ	ART	ⲛ
ⲉⲡⲓⲥⲧⲟⲗⲏ	N	ⲉⲡⲓⲥⲧⲟⲗⲏ
ⲉⲛⲧ	CREL	ⲉⲛⲧ
ⲁ	APST	ⲁ
ⲛ	PPERS	ⲛ
ⲥⲁϩ	V	ⲥⲁϩ
ⲟⲩ	PPERO	ⲟⲩ
ⲏ̂	CONJ	ⲏ
ⲛ	ART	ⲛ
ⲉ	CREL	ⲉ
ⲧⲛ	PPERS	ⲧⲛ
ⲛⲁ	FUT	ⲛⲁ
ⲥⲁϩ	V	ⲥⲁϩ
ⲟⲩ	PPERO	ⲟⲩ
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲛ	ACONJ	ⲛ
ⲥⲉ	PPERS	ⲥⲉ
[ϫⲟ]ⲟ	V	ϫⲟⲟ
ⲥ	PPERO	ⲥ
ϫⲉ	CONJ	ϫⲉ
ⲟⲩ	PINT	ⲟⲩ
ⲛⲉ	COP	ⲛⲉ
ⲛⲉⲓ̈	PDEM	ⲛⲉⲓ
ϩⲟⲉⲓⲧⲉ	N	ϩⲟⲉⲓⲧⲉ
ⲉⲧ	CREL	ⲉⲧ
ⲡⲏϩ	VSTAT	ⲡⲏϩ
ⲙⲛ	PREP	ⲙⲛ
ⲛⲉⲓ̈	PDEM	ⲛⲉⲓ
ϣⲁϫⲉ	N	ϣⲁϫⲉ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ	ART	ⲟⲩ
ⲉⲧ	CREL	ⲉⲧ
ⲥⲏϩ	VSTAT	ⲥⲏϩ
ⲙⲛ	PREP	ⲙⲛ
ⲛⲉⲓ	PDEM	ⲛⲉⲓ
ⲥⲁϩⲟⲩ	N	ⲥⲁϩⲟⲩ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ	PPERO	ⲟⲩ
·	PUNCT	·
ⲁⲩ̣ⲱ̣	CONJ	ⲁⲩⲱ
Ⲉⲩⲉ	AOPT_PPERS	ⲉⲩⲉ
ⲟⲩⲱϣⲃ	V	ⲟⲩⲱϣⲃ
ⲛ	ACONJ	ⲛ
ⲥⲉ	PPERS	ⲥⲉ
ϫⲟⲟ	V	ϫⲟⲟ
ⲥ	PPERO	ⲥ
ϫⲉ	CONJ	ϫⲉ
ⲉⲧⲃⲉ	PREP	ⲉⲧⲃⲉ
ϫⲉ	CONJ	ϫⲉ
ⲁ	APST	ⲁ
ⲡ	ART	ⲡ
ⲉⲧ	CREL	ⲉⲧ
ϭⲱϣⲧ	V	ϭⲱϣⲧ
ⲉϫⲙ	PREP	ⲉϫⲙ
ⲡ	ART	ⲡ
ⲕⲁϩ	N	ⲕⲁϩ
ⲧⲏⲣ︤	IMOD	ⲧⲏⲣ
ϥ︥	PPERO	ϥ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲡ	ART	ⲡ
ⲉⲧ	CREL	ⲉⲧ
ⲡⲁⲣⲁⲅⲉ	V	ⲡⲁⲣⲁⲅⲉ
ϩⲛ	PREP	ϩⲛ
ⲧ	ART	ⲧ
ⲟⲓⲕⲟⲩⲙⲉⲛⲏ	N	ⲟⲓⲕⲟⲩⲙⲉⲛⲏ
ⲧⲏⲣ︤	IMOD	ⲧⲏⲣ
ⲥ︥	PPERO	ⲥ
ⲛ̄	PREP	ⲛ
ϩⲁϩ	N	ϩⲁϩ
ⲛ	PREP	ⲛ
ⲥⲟⲡ`	N	ⲥⲟⲡ
ϩⲛ	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ϩⲱⲡ`	N	ϩⲱⲡ
ⲛ	PREP	ⲛ
ⲟⲩⲟⲉⲓϣ	N	ⲟⲩⲟⲉⲓϣ
ⲛⲓⲙ	PINT	ⲛⲓⲙ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲙⲙⲏⲛⲉ	ADV	ⲙⲙⲏⲛⲉ
ⲙⲙⲏⲛⲉ	ADV	ⲙⲙⲏⲛⲉ
ⲉⲧⲉ	CREL	ⲉⲧⲉ
ⲡ	ART	ⲡ
ⲛ̄ⲟⲩⲧⲉ	N	ⲛⲟⲩⲧⲉ
ⲡⲉ	COP	ⲡⲉ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ϭⲱϣⲧ	V	ϭⲱϣⲧ
ϩⲱⲱ	IMOD	ϩⲱⲱ
ⲛ	PPERO	ⲛ
ⲉ[ϩ]ⲣⲁⲓ	ADV	ⲉϩⲣⲁⲓ
ⲉϫⲱ	PREP	ⲉϫⲱ
ⲛ	PPERO	ⲛ
ⲛ	ART	ⲛ
ⲟⲩⲟⲉⲓϣ	N	ⲟⲩⲟⲉⲓϣ
ϩⲛ	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ϩⲱⲡ	N	ϩⲱⲡ
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲡⲁⲣⲁⲅⲉ	V	ⲡⲁⲣⲁⲅⲉ
ⲛ	PREP	ⲛ
ⲛⲉⲛ	PPOS	ⲛⲉⲛ
ⲥⲩⲛⲁⲅⲱⲅⲏ	N	ⲥⲩⲛⲁⲅⲱⲅⲏ
ⲛ	PREP	ⲛ
ϩⲁϩ	N	ϩⲁϩ
ⲛ	PREP	ⲛ
ⲥⲟⲡ	N	ⲥⲟⲡ
ⲉ	CCIRC	ⲉ
ϥ	PPERS	ϥ
ⲟⲩⲟⲛ︤ϩ︥	V	ⲟⲩⲟⲛϩ
ⲁⲛ	NEG	ⲁⲛ
ⲉ	PREP	ⲉ
ⲗⲁⲁⲩ	N	ⲗⲁⲁⲩ
ⲛ	PREP	ⲛ
ⲣⲱⲙⲉ	N	ⲣⲱⲙⲉ
ⲟⲩⲧⲉ	CONJ	ⲟⲩⲧⲉ
ϩⲟⲟⲩⲧ	N	ϩⲟⲟⲩⲧ
ⲟⲩⲧⲉ	CONJ	ⲟⲩⲧⲉ
ⲥϩⲓⲙⲉ	N	ⲥϩⲓⲙⲉ
ⲉⲓⲙⲏⲧⲓ	CONJ	ⲉⲓⲙⲏⲧⲓ
ⲛⲉϥ	PPOS	ⲛⲉϥ
ⲁⲅⲅⲉⲗⲟⲥ	N	ⲁⲅⲅⲉⲗⲟⲥ
ⲙⲁⲩⲁⲁ	IMOD	ⲙⲁⲩⲁⲁ
ⲩ	PPERO	ⲩ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲉⲩⲉ	AOPT_PPERS	ⲉⲩⲉ
ϫⲟⲟ	V	ϫⲟⲟ
ⲥ	PPERO	ⲥ
ϫⲉ	CONJ	ϫⲉ
ϩⲙ	PREP	ϩⲙ
ⲡⲉ	ART	ⲡⲉ
ⲟⲩⲟⲉⲓϣ	N	ⲟⲩⲟⲉⲓϣ
ⲉⲧ	CREL	ⲉⲧ
ⲙⲙⲁⲩ	ADV	ⲙⲙⲁⲩ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲛⲟⲩϭⲥ	V	ⲛⲟⲩϭⲥ
ⲉⲣⲟ	PREP	ⲉⲣⲟ
ⲛ	PPERO	ⲛ
ⲉⲙⲁⲧⲉ	ADV	ⲉⲙⲁⲧⲉ
ⲛϭⲓ	PTC	ⲛϭⲓ
ⲡ	ART	ⲡ
ϫⲟⲉⲓⲥ	N	ϫⲟⲉⲓⲥ
ϩⲛ	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ⲛⲟϭ	N	ⲛⲟϭ
ⲛ	PREP	ⲛ
ⲟⲣⲅⲏ	N	ⲟⲣⲅⲏ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲕⲧⲉ	V	ⲕⲧⲉ
ⲡⲉϥ	PPOS	ⲡⲉϥ
ϩⲟ	N	ϩⲟ
ⲉⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ⲙⲙⲟ	PREP	ⲙⲙⲟ
ⲛ	PPERO	ⲛ
ϩⲛ	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ϭⲱⲛⲧ	N	ϭⲱⲛⲧ
ⲉ	CCIRC	ⲉ
ⲛⲁϣⲱ	VBD	ⲛⲁϣⲱ
ϥ	PPERS	ϥ
ⲉ	PREP	ⲉ
ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ϥ	PPERS	ϥ
ⲉⲓⲛⲉ	V	ⲉⲓⲛⲉ
ⲉϩ̣ⲣⲁⲓ	ADV	ⲉϩⲣⲁⲓ
ⲉϫⲱ	PREP	ⲉϫⲱ
ⲛ	PPERO	ⲛ
ⲛ	PREP	ⲛ
ϩⲉⲛ̣	ART	ϩⲉⲛ
[ⲛⲟϭ	N	ⲛⲟϭ
ⲛ]	PREP	ⲛ
ⲥⲁϩⲟ[ⲩ	N	ⲥⲁϩⲟⲩ
ⲙ]ⲛ	PREP	ⲙⲛ
ϩⲉⲛ	ART	ϩⲉⲛ
ⲑⲗ̣ⲓ̣ⲯⲓⲥ	N	ⲑⲗⲓⲯⲓⲥ
ⲉ	CCIRC	ⲉ
ⲩ	PPERS	ⲩ
ϩⲟⲟⲩ	VSTAT	ϩⲟⲟⲩ
ⲙⲛ̣	PREP	ⲙⲛ
ϩⲉⲛ	ART	ϩⲉⲛ
ⲡⲓⲣⲁⲥⲙⲟ̣ⲥ̣	N	ⲡⲓⲣⲁⲥⲙⲟⲥ
ⲉ	CCIRC	ⲉ
ⲩ	PPERS	ⲩ
ⲛⲁϣⲧ	VSTAT	ⲛⲁϣⲧ
ϫⲉ	CONJ	ϫⲉ
ⲁ	APST	ⲁ
ⲛ	PPERS	ⲛ
ⲣ̂ⲛⲟⲃⲉ	V	ⲣⲛⲟⲃⲉ
ⲉⲣⲟ	PREP	ⲉⲣⲟ
ϥ	PPERO	ϥ
·	PUNCT	·
ϩⲙ	PREP	ϩⲙ
ⲡ	ART	ⲡ
ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ϥ	PPERS	ϥ
ⲉⲓ	V	ⲉⲓ
ⲉϩⲣⲁⲓ	ADV	ⲉϩⲣⲁⲓ
ⲉϫⲱ	PREP	ⲉϫⲱ
ⲛ	PPERO	ⲛ
ⲛ	PREP	ⲛ
ⲑ	ART	ⲧ
ⲉ	N	ϩⲉ
ⲛ	PREP	ⲛ
ⲟⲩ	ART	ⲟⲩ
ⲙⲟⲩ̣ⲓ̣	N	ⲙⲟⲩⲓ
ⲉ	CCIRC	ⲉ
ϥ	PPERS	ϥ
ⲧⲱⲣⲡ	V	ⲧⲱⲣⲡ
ⲉ	CCIRC	ⲉ
ϥ	PPERS	ϥ
ⲗϩⲏⲙ	V	ⲗϩⲏⲙ
ⲛϭⲓ	PTC	ⲛϭⲓ
ⲡ	ART	ⲡ
ⲥⲁⲧⲁ[ⲛ]ⲁⲥ	NPROP	ⲥⲁⲧⲁⲛⲁⲥ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲡⲗⲏⲅⲉ	V	ⲡⲗⲏⲅⲉ
ⲛ	PREP	ⲛ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ⲟⲓ̈	V	ⲟⲓ
ⲛⲧⲟⲟⲧ	PREP	ⲛⲧⲟⲟⲧ
ⲛ	PPERO	ⲛ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
Ⲟⲛ	ADV	ⲟⲛ
ⲉⲩⲉ	AOPT_PPERS	ⲉⲩⲉ
ϫⲟⲟ	V	ϫⲟⲟ
ⲥ	PPERO	ⲥ
ϫⲉ	CONJ	ϫⲉ
ⲛⲧⲉⲣ	APREC	ⲛⲧⲉⲣ
ⲛ	PPERS	ⲛ
ⲙⲉ̣ⲧⲁⲛⲟⲉⲓ	V	ⲙⲉⲧⲁⲛⲟⲉⲓ
ϩⲛ	PREP	ϩⲛ
ⲟⲩ	PPERO	ⲟⲩ
ⲑⲙⲕⲟ	N	ⲑⲙⲕⲟ
ⲉ	CCIRC	ⲉ
ⲛⲁϣⲱ	VBD	ⲛⲁϣⲱ
ϥ	PPERS	ϥ
ϩⲛ︥	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ϩⲕⲟ	V	ϩⲕⲟ
ⲙⲛ︥	PREP	ⲙⲛ
ⲟⲩ	ART	ⲟⲩ
ⲉⲓⲃⲉ	N	ⲉⲓⲃⲉ
ⲙⲛ	PREP	ⲙⲛ
ⲟⲩ	ART	ⲟⲩ
ⲣⲓⲙⲉ	N	ⲣⲓⲙⲉ
ϩ︤ⲛ︥	PREP	ϩⲛ
ϩⲉⲛ	ART	ϩⲉⲛ
ⲣⲙ̣ⲉⲓⲟⲟⲩⲉ	N	ⲣⲙⲉⲓⲟⲟⲩⲉ
ⲉϫⲛ	PREP	ⲉϫⲛ
ϩⲩⲡⲟⲕⲣⲓⲥⲓⲥ̣	N	ϩⲩⲡⲟⲕⲣⲓⲥⲓⲥ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲕⲧⲟ	V	ⲕⲧⲟ
ⲙ	PREP	ⲙ
ⲡⲉϥ	PPOS	ⲡⲉϥ
ϩⲟ	N	ϩⲟ
ⲉⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ⲙⲙⲟ	PREP	ⲙⲙⲟ
ⲛ	PPERO	ⲛ
ⲛϭⲓ	PTC	ⲛϭⲓ
ⲡ	ART	ⲡ
ⲛⲟⲩ[ⲧⲉ]	N	ⲛⲟⲩⲧⲉ
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲕⲧⲟ	V	ⲕⲧⲟ
ⲛ̄	PREP	ⲛ
ⲧⲉϥ̣	PPOS	ⲧⲉϥ
ⲟⲣⲅⲏ	N	ⲟⲣⲅⲏ
[ⲉ	PREP	ⲉ
ⲡⲁϩⲟ]ⲩ	N	ⲡⲁϩⲟⲩ
ⲉ̣	PREP	ⲉ
ⲧ̣ⲙ̣	NEG	ⲧⲙ
[ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ϥ]	PPERS	ϥ
ⲕ̣ⲟⲗⲁⲍ̣ⲉ	V	ⲕⲟⲗⲁⲍⲉ
ⲙ̣ⲙⲟ	PREP	ⲙⲙⲟ
ⲛ̣	PPERO	ⲛ
ϩ̣ⲛ̣	PREP	ϩⲛ
ϩⲉⲛ	ART	ϩⲉⲛ
ⲛ̣ⲟϭ	N	ⲛⲟϭ
ⲙ	PREP	ⲙ
ⲡⲓⲣⲁⲥⲙⲟⲥ	N	ⲡⲓⲣⲁⲥⲙⲟⲥ
ⲉ	CCIRC	ⲉ
ⲩ	PPERS	ⲩ
ϩⲟⲟⲩ	VSTAT	ϩⲟⲟⲩ
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲡ	ART	ⲡ
ⲥⲁϩⲟⲩ	N	ⲥⲁϩⲟⲩ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ϥ	PPERO	ϥ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ϥⲓⲧ	V	ϥⲓⲧ
ϥ	PPERO	ϥ
ⲉⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ϩⲓϫⲱ	PREP	ϩⲓϫⲱ
ⲛ	PPERO	ⲛ
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲛⲁ	V	ⲛⲁ
ⲛⲁ	PREP	ⲛⲁ
ⲛ	PPERO	ⲛ
ϩⲛ	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ⲛⲟϭ	N	ⲛⲟϭ
ⲛ	PREP	ⲛ
ⲛⲁ	N	ⲛⲁ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲥⲙⲟⲩ	V	ⲥⲙⲟⲩ
ⲉⲣⲟ	PREP	ⲉⲣⲟ
ⲛ	PPERO	ⲛ
ϩⲛ	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ⲛⲟ̣ϭ	N	ⲛⲟϭ
ⲛ	PREP	ⲛ
ⲥⲙⲟⲩ	N	ⲥⲙⲟⲩ
ϩⲙ	PREP	ϩⲙ
ⲡ	ART	ⲡ
ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ϥ	PPERS	ϥ
ⲉⲓⲛⲉ	V	ⲉⲓⲛⲉ
ⲛ	PREP	ⲛ
ⲧⲉϥ	PPOS	ⲧⲉϥ
ϭⲓϫ	N	ϭⲓϫ
ⲉϩⲣⲁⲓ	ADV	ⲉϩⲣⲁⲓ
ⲉϫⲱ	PREP	ⲉϫⲱ
⳯	PPERO	ⲛ
ϩⲛ	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ϭⲉⲣⲱⲃ	N	ϭⲉⲣⲱⲃ
ϩⲛ	PREP	ϩⲛ
ⲟⲩ	ART	ⲟⲩ
ⲙⲛⲧϣⲁⲛϩⲧⲏ	N	ⲙⲛⲧϣⲁⲛϩⲧⲏ
ϥ	PPERO	ϥ
·	PUNCT	·
ⲉ	CCIRC	ⲉ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲡⲁⲥⲧ	V	ⲡⲁⲥⲧ
ⲛⲉⲩ	PPOS	ⲛⲉⲩ
ⲧ︤ⲃ︥ⲃⲟ	N	ⲧⲃⲃⲟ
ⲕⲁⲧⲁ	PREP	ⲕⲁⲧⲁ
ⲑ	ART	ⲧ
ⲉ	N	ϩⲉ
ⲉⲧ	CREL	ⲉⲧ
ⲥⲏϩ	VSTAT	ⲥⲏϩ
ϫⲉ	CONJ	ϫⲉ
ϯ	PPERS	ϯ
ⲛⲁ	FUT	ⲛⲁ
ⲉⲓⲛⲉ	V	ⲉⲓⲛⲉ
ⲛ	PREP	ⲛ
ⲧⲁ	PPOS	ⲧⲁ
ϭⲓϫ	N	ϭⲓϫ
ⲉϩⲣⲁⲓ̈	ADV	ⲉϩⲣⲁⲓ
ⲉϫⲱ	PREP_PPERO	ⲉϫⲱ
ⲛⲧ	ACONJ	ⲛⲧ
ⲁ	PPERS	ⲁ
ⲡⲁⲥⲧ	V	ⲡⲁⲥⲧ
ⲉ	PPERO	ⲉ
ⲉ	CCIRC	ⲉ
ⲩ	PPERS	ⲩ
ⲧⲃⲃⲟ	V	ⲧⲃⲃⲟ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲟⲛ	ADV	ⲟⲛ
ⲉ	CCIRC	ⲉ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ϥⲓ	V	ϥⲓ
ⲉⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ⲛϩⲏ[ⲧ]	PREP	ⲛϩⲏⲧ
ⲛ	PPERO	ⲛ
ⲛ	PREP	ⲛ
ϩⲉⲛ	ART	ϩⲉⲛ
ⲣⲱⲙⲉ	N	ⲣⲱⲙⲉ
ⲙ	PREP	ⲙ
ⲡⲟⲛⲏⲣⲟⲥ	N	ⲡⲟⲛⲏⲣⲟⲥ
·	PUNCT	·
ⲁⲩ[ⲩ]ⲱ	CONJ	ⲁⲩⲱ
ⲛ	ART	ⲛ
ⲣⲉϥⲣⲛⲟⲃⲉ	N	ⲣⲉϥⲣⲛⲟⲃⲉ
ⲡⲁⲣⲁ	PREP	ⲡⲁⲣⲁ
ⲣⲱⲙⲉ	N	ⲣⲱⲙⲉ
ⲛⲓⲙ	PINT	ⲛⲓⲙ
ⲕⲁⲧⲁ	PREP	ⲕⲁⲧⲁ
ⲑ	ART	ⲧ
ⲉ	N	ϩⲉ
ⲉⲧ	CREL	ⲉⲧ
ⲥⲏϩ	VSTAT	ⲥⲏϩ
ϫⲉ	CONJ	ϫⲉ
ϯ	PPERS	ϯ
ⲛⲁ	FUT	ⲛⲁ
ⲧⲁⲕⲟ	V	ⲧⲁⲕⲟ
ⲇⲉ	PTC	ⲇⲉ
ⲛ	PREP	ⲛ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ⲟ	VSTAT	ⲟ
ⲛ	PREP	ⲛ
ⲁⲧⲥⲱⲧⲙ	N	ⲁⲧⲥⲱⲧⲙ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ϯ	PPERS	ϯ
ⲛⲁ	FUT	ⲛⲁ
ϥⲓ	V	ϥⲓ
ⲛ	PREP	ⲛ
ⲛ	ART	ⲛ
ⲁⲛⲟⲙⲟⲥ	N	ⲁⲛⲟⲙⲟⲥ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ	PPERO	ⲟⲩ
ⲛϩⲏⲧ	PREP	ⲛϩⲏⲧ
ⲉ	PPERO	ⲉ
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲛ	ART	ⲛ
ϫⲁⲥⲓϩⲏⲧ	N	ϫⲁⲥⲓϩⲏⲧ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ	PPERO	ⲟⲩ
·	PUNCT	·
ⲛⲧ	ACONJ	ⲛⲧ
ⲁ	PPERS	ⲁ
ⲥⲙⲓⲛⲉ	V	ⲥⲙⲓⲛⲉ
ⲛⲉ	PREP_PPERO	ⲛⲉ
ⲛ	PREP	ⲛ
ⲛⲟⲩ	PPOS	ⲛⲟⲩ
ⲣⲉϥϯϩⲁⲡ	N	ⲣⲉϥϯϩⲁⲡ
ⲛ	PREP	ⲛ
ⲑ	ART	ⲧ
ⲉ	N	ϩⲉ
ⲛ	PREP	ⲛ
ϣⲟⲣ︤ⲡ︥	N	ϣⲟⲣⲡ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲛⲟⲩ	PPOS	ⲛⲟⲩ
ⲣⲉϥϫⲓϣⲟϫⲛⲉ	N	ⲣⲉϥϫⲓϣⲟϫⲛⲉ
ⲛ	PREP	ⲛ
ⲑ	ART	ⲧ
ⲉ	N	ϩⲉ
ⲛⲧⲉ	PREP	ⲛⲧⲉ
ϩⲟⲩⲉⲓⲧⲉ	N	ϩⲟⲩⲉⲓⲧⲉ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲉⲩⲉ	AOPT_PPERS	ⲉⲩⲉ
ϫⲟⲟ	V	ϫⲟⲟ
ⲥ	PPERO	ⲥ
ϫⲉ	CONJ	ϫⲉ
ⲧⲁⲓ̈	PDEM	ⲧⲁⲓ
ⲧⲉ	COP	ⲧⲉ
ⲑ	ART	ⲧ
ⲉ	N	ϩⲉ
ⲉⲛⲧ	CREL	ⲉⲛⲧ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲁⲁ	V	ⲁⲁ
ⲥ	PPERO	ⲥ
ⲛⲁ	PREP	ⲛⲁ
ⲛ	PPERO	ⲛ
ⲛ̄ϭⲓ	PTC	ⲛϭⲓ
ⲡ	ART	ⲡ
ⲛⲟⲩⲧⲉ	N	ⲛⲟⲩⲧⲉ
ϫⲉ	CONJ	ϫⲉ
